[[1], [4, 0], [5, 0, 0], [0, 1, 1, 1], [2, 1, 1, 1, 1], [3, 0, 0, 0, 0, 1]], 0.7302
[[3], [1, 1], [3, 1, 0], [4, 0, 0, 0], [2, 1, 0, 0, 0], [4, 1, 0, 0, 0, 1]], 0.7318
[[4], [1, 0], [0, 0, 0], [1, 1, 0, 1], [1, 1, 1, 0, 1], [2, 0, 1, 0, 0, 0]], 0.741
[[0], [4, 0], [2, 0, 1], [3, 0, 0, 0], [5, 0, 1, 0, 1], [3, 1, 0, 0, 1, 0]], 0.7384
[[1], [1, 0], [5, 0, 0], [1, 0, 0, 0], [5, 0, 0, 0, 0], [3, 1, 0, 0, 0, 1]], 0.7378
[[1], [0, 0], [5, 1, 0], [1, 0, 0, 0], [5, 0, 1, 0, 0], [5, 1, 0, 0, 1, 0]], 0.731
[[0], [0, 0], [5, 0, 0], [4, 1, 0, 0], [5, 0, 0, 1, 0], [5, 0, 0, 1, 0, 1]], 0.7402
[[4], [5, 0], [5, 0, 0], [3, 1, 0, 0], [2, 0, 0, 0, 0], [4, 0, 0, 1, 0, 0]], 0.7376
[[2], [1, 0], [4, 0, 1], [2, 1, 1, 1], [3, 0, 0, 0, 0], [3, 0, 0, 0, 0, 0]], 0.74
[[1], [4, 1], [0, 1, 1], [1, 1, 0, 0], [2, 0, 0, 0, 0], [5, 1, 1, 0, 0, 0]], 0.7332
[[2], [0, 0], [1, 1, 1], [4, 0, 1, 0], [0, 0, 0, 1, 1], [0, 1, 0, 0, 0, 0]], 0.733
[[2], [0, 1], [0, 0, 1], [0, 0, 1, 1], [4, 0, 1, 0, 0], [1, 0, 0, 1, 1, 0]], 0.7266
[[2], [4, 1], [3, 1, 0], [1, 0, 1, 1], [3, 0, 0, 0, 0], [0, 0, 0, 0, 1, 0]], 0.7224
[[2], [4, 1], [5, 1, 0], [5, 0, 0, 0], [0, 1, 1, 1, 0], [4, 1, 0, 0, 1, 0]], 0.7296
[[0], [0, 0], [1, 1, 0], [4, 0, 1, 0], [5, 1, 0, 1, 0], [1, 0, 0, 1, 0, 1]], 0.7334
[[1], [2, 1], [1, 1, 0], [0, 0, 0, 0], [4, 0, 0, 0, 0], [2, 1, 0, 1, 0, 0]], 0.733
[[4], [3, 1], [5, 0, 0], [0, 0, 1, 1], [1, 0, 1, 1, 1], [0, 0, 1, 0, 0, 1]], 0.721
[[5], [1, 1], [4, 1, 1], [0, 0, 0, 0], [0, 1, 1, 0, 1], [5, 0, 0, 0, 0, 0]], 0.7216
[[5], [3, 1], [2, 0, 0], [4, 0, 1, 0], [5, 0, 1, 1, 0], [5, 0, 0, 0, 1, 0]], 0.7378
[[1], [2, 0], [3, 0, 1], [0, 0, 1, 0], [3, 0, 1, 0, 0], [0, 0, 0, 1, 1, 0]], 0.7422
[[4], [4, 0], [2, 0, 1], [2, 0, 1, 0], [5, 1, 1, 0, 0], [4, 0, 0, 1, 0, 1]], 0.736
[[2], [1, 0], [5, 0, 0], [1, 0, 1, 0], [1, 0, 1, 0, 0], [1, 0, 0, 1, 0, 0]], 0.7358
[[5], [1, 0], [0, 0, 0], [5, 0, 0, 0], [1, 0, 0, 1, 0], [2, 0, 0, 0, 1, 0]], 0.7412
[[4], [2, 0], [2, 0, 0], [4, 0, 0, 1], [4, 0, 1, 0, 0], [3, 0, 0, 1, 0, 0]], 0.745
[[2], [0, 0], [4, 0, 0], [0, 0, 0, 0], [1, 0, 0, 0, 0], [4, 0, 1, 0, 0, 0]], 0.739
[[1], [5, 1], [0, 0, 0], [1, 0, 1, 1], [3, 0, 0, 1, 1], [4, 0, 1, 0, 0, 0]], 0.72
[[0], [2, 0], [4, 1, 0], [0, 0, 1, 0], [5, 1, 0, 1, 0], [2, 1, 1, 1, 1, 0]], 0.7368
[[3], [5, 0], [3, 1, 0], [0, 0, 0, 0], [0, 1, 0, 0, 0], [2, 0, 1, 1, 0, 1]], 0.736
[[1], [2, 0], [0, 0, 0], [2, 0, 0, 1], [0, 1, 1, 0, 1], [5, 0, 1, 0, 0, 0]], 0.7402
[[2], [3, 0], [1, 0, 1], [5, 0, 1, 1], [3, 1, 0, 0, 1], [5, 0, 0, 0, 0, 0]], 0.7306
[[1], [3, 0], [5, 0, 1], [4, 0, 0, 1], [5, 0, 0, 0, 0], [0, 0, 1, 1, 0, 0]], 0.7404
[[5], [3, 0], [0, 0, 1], [3, 0, 0, 1], [5, 0, 1, 1, 0], [1, 1, 0, 0, 1, 0]], 0.7426
[[2], [5, 1], [1, 0, 1], [0, 1, 0, 0], [2, 0, 1, 0, 0], [3, 0, 1, 1, 1, 0]], 0.7388
[[0], [2, 0], [3, 1, 0], [5, 1, 0, 0], [2, 0, 0, 0, 0], [2, 1, 0, 0, 1, 0]], 0.7378
[[4], [2, 1], [4, 1, 0], [4, 0, 0, 0], [5, 0, 0, 1, 0], [5, 0, 0, 0, 0, 0]], 0.7364
[[4], [4, 0], [4, 0, 0], [5, 0, 0, 0], [5, 0, 1, 1, 0], [4, 1, 0, 0, 1, 0]], 0.7388
[[1], [3, 0], [5, 0, 0], [1, 0, 0, 0], [0, 0, 0, 0, 1], [5, 0, 1, 0, 0, 0]], 0.7372
[[2], [5, 0], [0, 0, 0], [3, 1, 0, 0], [1, 0, 1, 1, 0], [1, 0, 1, 0, 1, 1]], 0.736
[[5], [3, 1], [5, 1, 0], [5, 0, 0, 0], [3, 1, 0, 1, 1], [0, 0, 0, 0, 0, 0]], 0.7302
[[1], [1, 1], [2, 0, 1], [4, 0, 0, 0], [2, 0, 1, 0, 0], [1, 0, 0, 0, 0, 1]], 0.7352
[[1], [2, 0], [4, 0, 0], [3, 0, 0, 0], [3, 0, 1, 0, 0], [5, 0, 0, 0, 0, 0]], 0.738
[[1], [4, 0], [2, 0, 1], [5, 0, 0, 0], [4, 1, 0, 0, 1], [4, 0, 1, 1, 0, 1]], 0.7386
[[3], [1, 1], [0, 1, 0], [4, 0, 1, 0], [0, 0, 0, 0, 0], [5, 0, 0, 0, 0, 1]], 0.7276
[[0], [2, 1], [0, 1, 0], [3, 0, 0, 0], [1, 0, 0, 1, 1], [5, 1, 0, 0, 1, 0]], 0.7318
[[2], [2, 0], [0, 0, 1], [0, 1, 0, 0], [2, 0, 0, 0, 1], [4, 0, 0, 1, 1, 1]], 0.7358
[[0], [3, 0], [2, 0, 0], [5, 0, 0, 0], [5, 0, 0, 0, 1], [5, 1, 1, 0, 1, 0]], 0.7374
[[0], [0, 0], [3, 1, 1], [0, 0, 1, 0], [5, 0, 1, 0, 0], [0, 0, 0, 1, 0, 1]], 0.7302
[[1], [4, 0], [3, 0, 0], [5, 0, 0, 1], [4, 0, 0, 0, 0], [4, 0, 1, 0, 0, 0]], 0.745
[[4], [0, 1], [3, 0, 0], [5, 0, 1, 0], [0, 1, 0, 0, 0], [4, 0, 1, 0, 0, 1]], 0.7352
[[0], [2, 0], [5, 0, 0], [2, 1, 0, 0], [4, 1, 1, 1, 1], [1, 1, 0, 0, 0, 0]], 0.7356
[[1], [0, 1], [4, 1, 0], [5, 0, 0, 0], [5, 0, 1, 0, 1], [4, 1, 1, 0, 1, 0]], 0.7288
[[0], [0, 1], [1, 1, 0], [3, 0, 0, 0], [0, 1, 1, 0, 0], [4, 0, 1, 1, 0, 0]], 0.73
[[4], [5, 1], [5, 0, 0], [2, 1, 0, 0], [2, 1, 0, 1, 0], [0, 0, 0, 1, 1, 0]], 0.7444
[[2], [4, 0], [3, 0, 0], [5, 1, 1, 0], [0, 0, 0, 0, 1], [2, 0, 1, 1, 0, 0]], 0.7386
[[1], [2, 0], [2, 1, 0], [5, 1, 0, 0], [3, 0, 0, 1, 1], [5, 0, 0, 1, 1, 0]], 0.7308
[[2], [0, 0], [0, 1, 0], [1, 1, 0, 0], [2, 0, 1, 0, 1], [3, 0, 1, 0, 0, 0]], 0.7326
[[1], [4, 0], [2, 0, 0], [5, 0, 1, 0], [3, 0, 0, 1, 0], [2, 0, 1, 0, 0, 0]], 0.7428
[[1], [0, 0], [4, 0, 1], [5, 0, 1, 0], [0, 0, 0, 1, 0], [0, 0, 0, 0, 1, 0]], 0.744
[[1], [5, 0], [5, 0, 0], [0, 1, 1, 0], [1, 0, 1, 1, 0], [4, 0, 0, 0, 0, 0]], 0.7372
[[5], [3, 1], [0, 0, 1], [4, 0, 0, 0], [2, 0, 1, 0, 1], [0, 0, 1, 0, 1, 1]], 0.7336
[[5], [1, 0], [1, 0, 1], [3, 0, 1, 0], [4, 0, 1, 0, 0], [2, 1, 0, 0, 0, 0]], 0.7406
[[3], [0, 0], [3, 0, 0], [3, 0, 0, 0], [4, 0, 0, 1, 0], [2, 1, 0, 0, 1, 1]], 0.7376
[[4], [3, 0], [2, 0, 0], [3, 0, 1, 0], [2, 0, 1, 1, 0], [1, 0, 0, 0, 0, 1]], 0.7326
[[0], [5, 1], [2, 0, 0], [5, 0, 1, 0], [5, 0, 1, 0, 0], [5, 0, 0, 0, 0, 0]], 0.7344
[[2], [0, 0], [5, 1, 0], [2, 0, 0, 0], [0, 0, 1, 0, 0], [5, 1, 0, 0, 0, 0]], 0.7302
[[4], [0, 0], [5, 0, 0], [3, 0, 1, 0], [4, 1, 0, 0, 1], [3, 0, 0, 1, 0, 0]], 0.7392
[[5], [5, 0], [4, 1, 0], [4, 0, 0, 0], [5, 0, 0, 0, 0], [5, 0, 1, 1, 1, 0]], 0.735
[[1], [3, 1], [5, 0, 0], [0, 0, 0, 0], [3, 0, 0, 0, 0], [5, 1, 1, 0, 1, 1]], 0.732
[[1], [5, 0], [1, 0, 1], [2, 0, 0, 1], [5, 1, 1, 1, 0], [4, 1, 1, 1, 0, 1]], 0.7364
[[0], [0, 1], [4, 0, 0], [4, 1, 0, 0], [2, 1, 1, 0, 0], [0, 0, 0, 0, 0, 0]], 0.7364
[[1], [1, 0], [0, 0, 1], [0, 0, 0, 0], [4, 0, 0, 0, 1], [2, 1, 1, 0, 0, 0]], 0.7422
[[0], [3, 0], [5, 1, 0], [4, 0, 0, 1], [0, 0, 1, 1, 0], [1, 0, 0, 1, 0, 0]], 0.7346
[[2], [2, 0], [1, 0, 0], [1, 0, 0, 1], [1, 0, 1, 0, 0], [4, 0, 0, 1, 0, 0]], 0.745
[[0], [0, 0], [5, 0, 0], [3, 0, 0, 0], [4, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0]], 0.7378
[[3], [3, 1], [3, 0, 0], [5, 0, 1, 1], [4, 0, 1, 1, 1], [0, 0, 1, 0, 0, 0]], 0.7212
[[5], [4, 0], [4, 1, 0], [2, 0, 0, 0], [2, 0, 1, 0, 0], [3, 0, 0, 0, 1, 1]], 0.728
[[0], [3, 0], [2, 0, 0], [4, 0, 0, 0], [2, 1, 0, 0, 0], [4, 0, 0, 0, 0, 1]], 0.7376
[[1], [0, 0], [0, 0, 1], [1, 0, 0, 0], [5, 0, 1, 1, 0], [5, 0, 0, 0, 0, 1]], 0.7398
[[2], [4, 1], [0, 1, 0], [2, 0, 0, 0], [2, 0, 0, 0, 0], [3, 1, 0, 0, 0, 0]], 0.7334
[[4], [0, 0], [0, 0, 0], [5, 1, 0, 1], [4, 0, 0, 0, 0], [5, 0, 0, 0, 1, 0]], 0.749
[[4], [3, 0], [3, 0, 1], [2, 0, 1, 0], [3, 0, 0, 0, 0], [0, 1, 1, 0, 0, 0]], 0.743
[[4], [4, 0], [2, 0, 0], [5, 1, 0, 0], [4, 1, 1, 0, 0], [2, 0, 0, 0, 0, 0]], 0.7402
[[0], [3, 0], [1, 1, 1], [0, 0, 0, 0], [2, 0, 0, 0, 0], [2, 0, 0, 1, 0, 1]], 0.7364
[[5], [1, 0], [1, 0, 0], [2, 0, 1, 0], [5, 1, 0, 1, 1], [5, 1, 0, 1, 0, 0]], 0.739
[[5], [2, 0], [0, 1, 0], [2, 0, 1, 0], [5, 0, 0, 0, 1], [5, 0, 1, 0, 1, 0]], 0.7308
[[0], [4, 0], [3, 1, 0], [4, 0, 1, 0], [0, 0, 0, 0, 1], [5, 0, 0, 0, 1, 0]], 0.73
[[2], [0, 0], [5, 0, 0], [5, 0, 0, 0], [3, 0, 1, 0, 0], [1, 1, 0, 0, 0, 0]], 0.7384
[[3], [2, 0], [3, 0, 0], [2, 0, 1, 0], [0, 0, 0, 1, 1], [2, 0, 1, 0, 1, 1]], 0.7366
[[2], [5, 1], [5, 1, 1], [0, 0, 0, 0], [3, 1, 0, 0, 1], [1, 0, 0, 0, 0, 1]], 0.7244
[[3], [4, 0], [2, 1, 1], [5, 0, 1, 0], [3, 1, 1, 0, 1], [2, 1, 1, 0, 1, 1]], 0.7278
[[2], [0, 0], [1, 1, 0], [5, 0, 0, 1], [1, 1, 0, 0, 0], [5, 1, 0, 1, 0, 0]], 0.738
[[2], [4, 0], [0, 0, 1], [4, 0, 1, 0], [5, 0, 0, 0, 1], [0, 0, 0, 1, 1, 0]], 0.7398
[[5], [0, 0], [4, 1, 1], [3, 0, 1, 0], [1, 0, 0, 1, 0], [5, 0, 1, 0, 1, 0]], 0.738
[[2], [5, 1], [2, 0, 0], [5, 1, 0, 1], [2, 0, 0, 1, 1], [2, 1, 1, 1, 0, 0]], 0.728
[[2], [4, 0], [0, 0, 1], [5, 1, 1, 0], [1, 0, 1, 0, 1], [5, 0, 0, 0, 1, 0]], 0.738
[[2], [2, 1], [2, 1, 0], [4, 0, 1, 1], [0, 0, 0, 1, 1], [1, 1, 0, 0, 0, 0]], 0.7146
[[1], [5, 0], [1, 0, 0], [1, 1, 0, 1], [5, 0, 0, 1, 0], [1, 0, 0, 0, 1, 0]], 0.7464
[[1], [4, 0], [4, 1, 0], [3, 0, 0, 1], [4, 0, 0, 0, 0], [3, 0, 0, 0, 1, 1]], 0.7338
[[1], [2, 0], [4, 1, 1], [2, 0, 1, 0], [4, 0, 0, 1, 0], [0, 1, 0, 0, 0, 0]], 0.734
[[4], [2, 1], [0, 1, 0], [1, 0, 0, 1], [4, 0, 0, 0, 0], [3, 0, 0, 0, 0, 0]], 0.7264
[[4], [0, 0], [0, 0, 1], [4, 1, 0, 1], [4, 0, 1, 0, 1], [4, 1, 1, 0, 0, 0]], 0.7372
[[1], [4, 0], [2, 0, 1], [1, 0, 1, 0], [1, 1, 0, 1, 0], [5, 1, 1, 1, 1, 0]], 0.745
[[3], [1, 0], [0, 1, 0], [5, 1, 0, 0], [5, 0, 1, 1, 0], [0, 1, 1, 0, 1, 0]], 0.734
[[2], [0, 0], [5, 0, 0], [5, 0, 0, 0], [3, 1, 0, 0, 1], [2, 1, 0, 1, 0, 1]], 0.736
[[0], [1, 0], [5, 1, 0], [2, 0, 0, 0], [0, 0, 0, 0, 1], [5, 0, 0, 0, 1, 0]], 0.7334
[[2], [3, 0], [5, 1, 0], [3, 0, 0, 0], [2, 0, 0, 1, 0], [1, 0, 1, 0, 0, 0]], 0.7394
[[0], [0, 0], [1, 0, 0], [5, 1, 1, 1], [4, 0, 0, 0, 1], [4, 0, 1, 0, 0, 0]], 0.7366
[[5], [3, 1], [5, 0, 0], [1, 1, 0, 1], [0, 1, 1, 1, 1], [2, 0, 0, 0, 1, 0]], 0.7276
[[5], [2, 0], [1, 1, 0], [4, 0, 0, 0], [3, 0, 0, 1, 0], [1, 0, 1, 1, 0, 0]], 0.7378
[[0], [5, 1], [1, 0, 0], [2, 0, 1, 0], [0, 0, 0, 1, 0], [0, 0, 1, 0, 0, 1]], 0.739
[[0], [0, 0], [0, 0, 1], [4, 0, 0, 0], [5, 0, 0, 0, 0], [5, 0, 0, 1, 0, 0]], 0.7448
[[0], [0, 1], [5, 0, 0], [3, 0, 0, 0], [0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 0]], 0.7392
[[0], [0, 0], [1, 0, 0], [0, 0, 1, 0], [3, 0, 1, 1, 0], [5, 1, 1, 0, 1, 1]], 0.7352
[[5], [0, 0], [0, 0, 0], [4, 0, 1, 1], [1, 1, 0, 0, 1], [0, 1, 0, 1, 1, 0]], 0.735
[[5], [3, 0], [0, 1, 1], [1, 0, 0, 0], [0, 1, 0, 0, 1], [3, 1, 0, 1, 0, 0]], 0.7376
[[0], [1, 1], [5, 0, 0], [1, 1, 0, 0], [3, 0, 0, 0, 0], [3, 0, 0, 0, 0, 0]], 0.7408
[[5], [0, 0], [0, 0, 0], [5, 0, 0, 0], [0, 1, 0, 0, 0], [0, 0, 1, 0, 1, 1]], 0.7382
[[0], [5, 1], [3, 1, 0], [5, 1, 0, 0], [1, 0, 0, 0, 0], [5, 0, 0, 1, 0, 1]], 0.7264
[[3], [3, 0], [5, 0, 1], [2, 0, 1, 0], [3, 0, 0, 1, 0], [2, 1, 0, 0, 1, 0]], 0.7448
[[2], [2, 0], [5, 0, 1], [4, 0, 0, 0], [0, 0, 1, 1, 1], [5, 1, 0, 0, 1, 0]], 0.7408
[[4], [5, 0], [1, 0, 0], [0, 1, 0, 0], [4, 0, 0, 1, 0], [2, 0, 1, 0, 0, 0]], 0.7418
[[5], [0, 0], [2, 0, 0], [5, 0, 0, 1], [2, 0, 0, 0, 0], [0, 0, 1, 0, 0, 0]], 0.745
[[5], [3, 0], [4, 0, 1], [0, 1, 0, 1], [4, 1, 0, 0, 1], [0, 0, 1, 0, 1, 0]], 0.74
[[4], [1, 0], [0, 1, 0], [2, 0, 0, 1], [3, 0, 1, 0, 0], [1, 1, 0, 1, 0, 0]], 0.7362
[[3], [4, 0], [5, 0, 1], [4, 0, 0, 1], [0, 1, 1, 0, 1], [4, 1, 0, 1, 0, 1]], 0.7302
[[0], [2, 0], [4, 0, 0], [5, 1, 0, 0], [5, 0, 1, 1, 1], [0, 1, 0, 0, 0, 0]], 0.7316
[[3], [4, 1], [1, 0, 1], [1, 0, 0, 1], [1, 1, 1, 0, 1], [1, 0, 0, 0, 0, 0]], 0.7228
[[0], [4, 0], [2, 0, 1], [3, 0, 0, 0], [3, 1, 0, 0, 0], [3, 0, 1, 1, 1, 0]], 0.746
[[1], [2, 1], [2, 0, 1], [4, 1, 0, 0], [1, 0, 1, 0, 0], [4, 1, 0, 0, 0, 1]], 0.736
[[0], [1, 1], [2, 0, 1], [0, 0, 0, 1], [2, 0, 0, 0, 0], [4, 1, 0, 0, 1, 0]], 0.7298
[[5], [5, 1], [2, 0, 0], [2, 0, 0, 0], [3, 0, 0, 1, 1], [2, 0, 1, 0, 1, 0]], 0.7402
[[4], [5, 0], [5, 1, 1], [5, 0, 0, 0], [4, 0, 0, 0, 1], [4, 1, 1, 0, 0, 1]], 0.7332
[[5], [0, 1], [2, 1, 0], [5, 1, 1, 0], [2, 1, 0, 1, 0], [0, 0, 0, 0, 0, 0]], 0.7336
[[0], [2, 0], [5, 1, 0], [5, 0, 0, 1], [2, 0, 1, 0, 0], [5, 0, 0, 0, 0, 0]], 0.7364
[[2], [5, 0], [4, 0, 0], [3, 0, 0, 0], [1, 0, 0, 0, 0], [0, 0, 1, 0, 0, 1]], 0.736
[[2], [4, 1], [1, 0, 1], [3, 0, 0, 0], [2, 1, 1, 0, 1], [5, 0, 1, 1, 0, 1]], 0.7316
[[2], [3, 0], [2, 0, 0], [4, 0, 0, 0], [1, 0, 0, 0, 0], [2, 0, 1, 0, 0, 0]], 0.739
[[4], [1, 0], [0, 1, 1], [3, 0, 1, 0], [5, 0, 0, 0, 1], [0, 1, 0, 0, 1, 1]], 0.7326
[[2], [1, 0], [4, 0, 0], [4, 0, 0, 0], [1, 1, 1, 1, 1], [0, 0, 0, 0, 1, 0]], 0.733
[[0], [1, 0], [5, 1, 1], [2, 1, 0, 1], [3, 0, 0, 0, 0], [0, 1, 0, 1, 1, 0]], 0.739
[[5], [5, 0], [0, 0, 0], [4, 1, 0, 0], [2, 0, 0, 0, 1], [2, 0, 1, 0, 0, 1]], 0.7376
[[5], [4, 0], [2, 0, 0], [3, 1, 0, 0], [2, 1, 0, 0, 0], [1, 1, 0, 0, 0, 0]], 0.7408
[[3], [5, 0], [0, 0, 0], [5, 0, 1, 0], [0, 1, 0, 0, 0], [0, 0, 1, 1, 0, 1]], 0.7378
[[5], [1, 0], [0, 0, 1], [3, 0, 0, 0], [1, 1, 1, 0, 0], [1, 0, 1, 0, 0, 0]], 0.7436
[[3], [5, 1], [2, 1, 0], [5, 1, 0, 0], [2, 0, 0, 0, 0], [3, 0, 0, 0, 1, 0]], 0.7318
[[4], [5, 1], [1, 1, 0], [3, 1, 0, 1], [4, 0, 1, 0, 0], [5, 1, 1, 0, 0, 0]], 0.7274
[[4], [2, 0], [4, 0, 0], [1, 0, 0, 0], [1, 1, 0, 1, 1], [0, 0, 0, 0, 0, 1]], 0.737
[[0], [1, 0], [1, 0, 0], [4, 0, 0, 0], [3, 0, 0, 0, 0], [3, 1, 0, 1, 0, 0]], 0.739
[[2], [0, 0], [2, 0, 0], [0, 0, 0, 0], [0, 0, 1, 0, 1], [0, 0, 0, 0, 0, 0]], 0.734
[[4], [1, 0], [5, 0, 0], [5, 0, 1, 0], [1, 1, 0, 1, 0], [2, 0, 1, 1, 1, 0]], 0.742
[[1], [3, 0], [1, 0, 1], [1, 0, 0, 1], [3, 0, 0, 0, 0], [4, 1, 0, 1, 1, 1]], 0.736
[[4], [5, 0], [4, 1, 0], [4, 0, 0, 0], [5, 0, 1, 0, 1], [1, 1, 1, 1, 1, 0]], 0.7302
[[5], [3, 1], [1, 1, 0], [1, 0, 0, 1], [0, 0, 1, 1, 1], [5, 0, 1, 0, 0, 0]], 0.7158
[[4], [3, 1], [0, 0, 0], [0, 0, 0, 0], [1, 0, 0, 0, 0], [1, 0, 1, 0, 0, 0]], 0.7416
[[4], [0, 0], [4, 0, 0], [5, 0, 0, 1], [3, 0, 1, 0, 0], [3, 0, 0, 1, 0, 0]], 0.745
[[3], [5, 0], [0, 0, 0], [0, 0, 1, 1], [3, 0, 1, 1, 0], [5, 1, 0, 0, 0, 1]], 0.7384
[[3], [3, 0], [1, 1, 0], [2, 0, 0, 0], [5, 0, 0, 1, 0], [5, 0, 0, 0, 0, 0]], 0.7384
[[3], [0, 1], [3, 0, 1], [1, 0, 0, 0], [5, 0, 1, 0, 0], [4, 1, 0, 0, 0, 0]], 0.739
[[5], [1, 1], [0, 0, 0], [2, 0, 0, 1], [4, 1, 0, 0, 0], [1, 0, 1, 1, 0, 0]], 0.7338
[[5], [0, 1], [4, 0, 0], [2, 0, 0, 0], [0, 0, 0, 0, 0], [1, 0, 1, 1, 1, 0]], 0.7382
[[3], [4, 0], [5, 0, 0], [2, 0, 0, 1], [0, 0, 0, 0, 0], [0, 1, 1, 0, 1, 1]], 0.742
[[0], [2, 0], [5, 0, 0], [2, 1, 1, 0], [0, 0, 0, 0, 0], [3, 0, 1, 0, 0, 0]], 0.7384
[[2], [5, 0], [1, 0, 0], [2, 0, 0, 0], [3, 0, 0, 0, 1], [0, 0, 1, 0, 1, 1]], 0.7344
[[0], [4, 0], [5, 0, 0], [3, 0, 0, 0], [2, 0, 0, 0, 0], [5, 0, 0, 0, 1, 0]], 0.738
[[2], [3, 0], [2, 0, 0], [3, 1, 0, 0], [5, 0, 1, 1, 0], [4, 1, 1, 0, 0, 0]], 0.7374
[[2], [2, 0], [1, 0, 0], [1, 0, 0, 0], [1, 0, 0, 0, 0], [1, 0, 0, 1, 0, 1]], 0.7368
[[1], [5, 1], [3, 0, 0], [4, 0, 0, 0], [2, 0, 1, 1, 0], [2, 0, 0, 0, 1, 0]], 0.7396
[[1], [5, 0], [2, 0, 1], [4, 0, 1, 0], [0, 1, 0, 1, 0], [4, 0, 1, 0, 1, 0]], 0.7452
[[3], [5, 0], [3, 0, 0], [4, 0, 0, 0], [2, 0, 1, 0, 0], [5, 0, 0, 0, 0, 0]], 0.738
[[4], [0, 0], [5, 0, 0], [3, 0, 1, 1], [0, 0, 0, 0, 1], [2, 0, 0, 0, 0, 0]], 0.735
[[3], [5, 0], [3, 0, 0], [3, 1, 0, 0], [0, 1, 0, 0, 0], [2, 1, 0, 0, 0, 1]], 0.7404
[[5], [2, 0], [0, 0, 0], [0, 0, 1, 0], [4, 1, 0, 0, 0], [4, 0, 0, 0, 0, 0]], 0.7414
[[0], [4, 0], [5, 1, 1], [0, 1, 0, 0], [5, 0, 0, 0, 1], [0, 0, 0, 0, 1, 1]], 0.7338
[[4], [4, 0], [4, 0, 0], [2, 0, 0, 1], [0, 1, 0, 0, 0], [5, 0, 1, 0, 0, 1]], 0.7434
[[2], [5, 0], [0, 1, 1], [3, 0, 1, 1], [5, 0, 1, 0, 0], [2, 1, 1, 1, 1, 0]], 0.7292
[[2], [2, 0], [0, 1, 0], [3, 0, 0, 0], [0, 1, 0, 0, 0], [3, 0, 1, 0, 1, 0]], 0.737
[[1], [0, 0], [1, 0, 0], [5, 0, 0, 0], [4, 1, 0, 0, 1], [5, 0, 0, 0, 0, 1]], 0.7392
[[2], [2, 0], [5, 1, 0], [0, 0, 0, 0], [0, 0, 1, 0, 0], [3, 0, 1, 1, 0, 0]], 0.7326
[[4], [2, 1], [5, 0, 0], [5, 0, 0, 0], [0, 0, 1, 0, 0], [2, 0, 0, 1, 0, 0]], 0.734
[[5], [4, 0], [5, 0, 0], [3, 1, 0, 0], [3, 0, 0, 0, 0], [4, 0, 0, 0, 0, 0]], 0.7392
[[3], [5, 0], [5, 0, 1], [1, 0, 1, 0], [0, 0, 0, 0, 0], [5, 1, 0, 1, 0, 0]], 0.7426
[[0], [3, 0], [1, 0, 0], [2, 1, 1, 0], [4, 0, 0, 1, 0], [0, 1, 0, 1, 1, 0]], 0.741
[[5], [4, 0], [1, 0, 0], [4, 1, 0, 0], [1, 0, 0, 0, 1], [5, 0, 0, 0, 1, 0]], 0.7368
[[4], [2, 1], [3, 1, 0], [4, 0, 0, 0], [0, 0, 0, 1, 1], [1, 0, 1, 1, 0, 0]], 0.731
[[1], [1, 1], [5, 1, 0], [1, 0, 0, 0], [1, 0, 0, 1, 0], [4, 0, 0, 1, 0, 0]], 0.7366
[[4], [5, 0], [4, 0, 1], [5, 1, 0, 0], [1, 0, 1, 1, 1], [5, 0, 1, 1, 0, 0]], 0.7402
[[0], [4, 0], [3, 0, 0], [2, 0, 0, 0], [3, 1, 1, 0, 0], [4, 0, 1, 0, 1, 1]], 0.7358
[[1], [5, 0], [3, 0, 1], [0, 0, 0, 0], [1, 1, 0, 0, 0], [0, 0, 0, 0, 0, 0]], 0.7486
[[1], [5, 0], [1, 0, 0], [1, 0, 0, 0], [1, 0, 1, 1, 0], [5, 0, 1, 0, 0, 0]], 0.7374
[[2], [0, 0], [4, 1, 0], [3, 1, 0, 0], [1, 0, 0, 0, 0], [0, 1, 0, 0, 0, 0]], 0.736
[[2], [0, 0], [2, 1, 0], [4, 0, 0, 1], [1, 0, 0, 0, 0], [1, 1, 0, 1, 1, 0]], 0.74
[[3], [3, 1], [5, 0, 1], [1, 1, 0, 0], [5, 0, 1, 0, 0], [2, 0, 0, 0, 1, 0]], 0.7412
[[4], [0, 0], [3, 1, 0], [5, 0, 0, 0], [5, 0, 0, 0, 0], [0, 1, 1, 0, 1, 0]], 0.736
[[4], [4, 1], [5, 0, 1], [0, 0, 0, 0], [3, 0, 0, 0, 0], [5, 1, 0, 0, 0, 1]], 0.736
[[1], [4, 0], [3, 0, 0], [4, 0, 1, 0], [4, 1, 1, 0, 0], [2, 0, 0, 0, 1, 0]], 0.7372
[[1], [5, 1], [0, 0, 1], [5, 0, 0, 0], [2, 0, 1, 0, 0], [4, 0, 0, 0, 0, 1]], 0.7352
[[1], [1, 0], [1, 1, 0], [2, 0, 1, 0], [4, 1, 0, 0, 0], [3, 0, 1, 0, 0, 0]], 0.7344
[[5], [5, 0], [5, 0, 0], [5, 0, 0, 0], [3, 0, 0, 1, 1], [2, 0, 0, 0, 0, 1]], 0.7362
